census.subdivision,census.division,province.name,province,CSD1986_ID,number.children,number.children.weighted,rank.slope,rank.slope.se,rank.intercept,rank.intercept.se,rank.rsquared,interquartile.income.range,parent.gini,share.between.p25p75,parent.mean.income,child.mean.income,parent.income.p25,child.income.p25,parent.median.income,child.median.income,parent.income.p75,child.income.p75,parent.income.p90,child.income.p90,parent.income.p99,child.income.p99,parent.percent.filing.french,child.percent.filing.french,parent.percent.notmarried,lim.intercept,lim.intercept.se,lim.slope,lim.slope.se,beta.intercept,beta.intercept.se,beta.slope,beta.slope.se
49,41,ON,35,3541049,123,189,0.039,0.082,51.6,3.9,0.001,24326,0.357,0.485,31951,51492,16324,33980,26873,50365,40651,67022,57402,89584,121464,119285,0,0,0.138,0.286,0.057,-0.001,0.001,7.6,0.882,0.299,0.087
51,41,ON,35,3541051,51,73,0.219,0.124,41.8,5.83,0.042,24528,0.316,0.519,30736,52658,18283,29268,27296,48836,42810,60671,51284,84763,80347,313053,0,0,0.157,0.355,0.095,-0.003,0.002,10,1.08,0.062,0.106
54,41,ON,35,3541054,200,297,0.052,0.069,44.7,3.02,0.002,21878,0.37,0.504,28704,46829,15492,25913,26539,42015,37370,62203,50522,85691,115147,169512,0.01,0.005,0.22,0.215,0.043,0,0.001,8.5,0.607,0.191,0.061
56,41,ON,35,3541056,54,80,0.173,0.116,37.5,5.53,0.028,25651,0.339,0.489,31264,47707,15851,27681,28604,40506,41501,54064,63425,79069,89734,228303,0,0.019,0.204,0.154,0.08,0.001,0.002,9.7,1.264,0.074,0.124
57,41,ON,35,3541057,18,30,0.112,0.198,35.6,8.34,0.011,29557,0.489,0.279,25001,36459,5396,11009,18977,40487,34954,62876,65383,63506,93712,75418,0,0,0.389,0.526,0.134,-0.004,0.003,5.6,1.555,0.462,0.161
58,41,ON,35,3541058,138,222,0.242,0.075,35.5,3.28,0.045,24040,0.384,0.499,28318,44661,13796,18440,25642,40121,37836,61805,51742,85184,115147,205697,0,0,0.159,0.293,0.052,-0.001,0.001,7.3,0.523,0.311,0.053
59,41,ON,35,3541059,77,123,0.1,0.103,40.7,4.08,0.008,19278,0.392,0.467,25883,41919,13200,21630,21931,43564,32478,55516,42678,71321,140969,133228,0,0.013,0.26,0.255,0.067,0,0.002,9.7,0.798,0.069,0.081
62,41,ON,35,3541062,89,150,0.298,0.081,28.4,3.19,0.084,21931,0.429,0.381,24234,42823,11065,21592,21222,32723,32996,45821,47926,70307,98684,358241,0,0,0.135,0.367,0.055,-0.003,0.001,7.9,0.626,0.25,0.064
64,41,ON,35,3541064,59,90,0.197,0.109,39.3,4.85,0.036,23567,0.378,0.446,28304,45880,15222,26205,24903,42041,38789,59186,55659,83016,91890,136010,0,0,0.271,0.164,0.058,-0.001,0.001,8.9,0.712,0.163,0.071
66,41,ON,35,3541066,20,30,-0.077,0.217,51.1,9.58,0.004,8921,0.418,0.126,30180,65225,14276,19331,19798,49039,23198,62654,78695,101435,122285,358241,0,0,0.15,0.031,0.088,0.002,0.002,12.6,2.316,-0.207,0.231
68,41,ON,35,3541068,48,74,0.074,0.121,40.6,5.83,0.005,21082,0.403,0.536,34099,50593,16898,21145,29897,37007,37980,57470,54264,82808,165621,551370,0,0,0.229,0.409,0.1,-0.002,0.002,9.5,1.069,0.098,0.105
1,42,ON,35,3542001,249,359,0.138,0.053,45.9,2.38,0.018,23218,0.395,0.501,30935,52029,14760,31546,24863,45166,37978,60526,52396,84154,152441,171001,0,0,0.177,0.181,0.035,0,0.001,9.7,0.379,0.101,0.038
2,42,ON,35,3542002,53,80,0.083,0.129,43.2,5.3,0.005,17326,0.336,0.38,26775,45864,17238,27679,20331,37777,34564,56903,48221,91952,80973,137138,0,0,0.208,0.112,0.073,0.002,0.002,10.5,1.24,0.004,0.124
6,42,ON,35,3542006,278,397,0.11,0.058,49.3,2.46,0.009,23263,0.385,0.48,28328,56084,13543,30747,23018,49531,36806,69782,47104,93135,127171,246405,0,0,0.176,0.176,0.032,0,0.001,9.9,0.471,0.077,0.047
9,42,ON,35,3542009,140,221,0.135,0.086,41.5,3.11,0.011,19474,0.373,0.431,22624,46255,11266,23425,20835,42698,30740,59717,46499,79224,66943,183411,0,0,0.214,0.315,0.048,-0.002,0.001,9.1,0.639,0.142,0.065
11,42,ON,35,3542011,131,191,0.161,0.082,46.3,3.44,0.02,20091,0.372,0.47,27042,52293,13622,30938,25033,46497,33713,65080,48962,94404,81167,193030,0,0,0.183,0.147,0.047,0.001,0.001,9.5,0.593,0.115,0.06
14,42,ON,35,3542014,184,284,0.216,0.066,42.9,2.5,0.037,17699,0.432,0.283,23604,51392,11088,26963,16998,43979,28787,63630,54555,87757,109729,323588,0,0,0.185,0.288,0.038,-0.002,0.001,10.2,0.448,0.037,0.046
18,42,ON,35,3542018,185,276,0.2,0.065,40.2,2.88,0.033,24103,0.381,0.473,28769,49878,13444,26167,25348,42609,37547,62565,56611,83481,110713,236345,0,0.005,0.162,0.296,0.043,-0.002,0.001,9.3,0.526,0.127,0.053
19,42,ON,35,3542019,41,60,0.372,0.137,39.7,6.63,0.113,26757,0.371,0.459,31227,57528,14536,26970,24339,46443,41293,84733,66119,107950,94690,157862,0,0,0.122,0.312,0.079,-0.004,0.002,7.6,1.163,0.305,0.115
22,42,ON,35,3542022,84,122,0.171,0.11,43.2,4.62,0.019,18264,0.338,0.498,28512,47845,17250,28329,25084,42026,35514,70348,49877,80950,113579,124687,0,0.012,0.179,0.144,0.058,0,0.001,9.5,0.892,0.108,0.089
24,42,ON,35,3542024,137,204,0.014,0.08,48.7,3.34,0,22593,0.388,0.44,26814,53382,12892,25678,24222,42468,35485,63918,49496,91132,110713,264269,0,0,0.197,0.238,0.048,-0.001,0.001,10.5,0.532,0.017,0.054
26,42,ON,35,3542026,193,283,0.295,0.069,37.7,2.79,0.061,20161,0.34,0.571,26825,47109,15348,30417,25189,42327,35509,61372,43799,82435,102383,136394,0,0,0.187,0.305,0.042,-0.003,0.001,8.4,0.445,0.213,0.045
28,42,ON,35,3542028,305,408,0.24,0.056,42.8,2.45,0.042,18858,0.327,0.548,29409,51639,16679,32563,25894,47133,35537,64313,48418,86669,111525,200808,0,0.003,0.144,0.276,0.036,-0.003,0.001,9.5,0.451,0.112,0.045
29,42,ON,35,3542029,610,744,0.233,0.038,41.7,2.12,0.048,24610,0.331,0.575,39070,56345,23041,31239,34507,48759,47651,66615,69055,93089,133310,252496,0,0.003,0.202,0.299,0.031,-0.002,0.001,8.4,0.385,0.224,0.037
32,42,ON,35,3542032,200,299,0.276,0.066,41.5,2.89,0.055,18787,0.365,0.511,30489,51732,17285,29578,24347,46796,36073,66764,50764,86712,93943,168928,0,0,0.155,0.274,0.04,-0.003,0.001,7.8,0.538,0.281,0.053
34,42,ON,35,3542034,49,74,0.151,0.13,44.3,5.84,0.018,21916,0.335,0.552,29441,52677,16361,34034,28109,43036,38277,63267,47362,77016,104312,280466,0,0,0.224,0.143,0.082,0.001,0.002,11,0.777,-0.034,0.078
36,42,ON,35,3542036,181,266,0.09,0.07,45.4,3.05,0.006,22914,0.339,0.521,28403,50063,15362,26942,24306,42999,38275,63014,51263,86156,96930,150892,0,0,0.16,0.197,0.042,-0.001,0.001,10,0.591,0.054,0.059
39,42,ON,35,3542039,97,139,0.19,0.092,47.7,4.52,0.03,21360,0.322,0.547,33314,54932,19953,33080,27504,52985,41313,70266,56382,92970,112282,139696,0,0,0.227,0.173,0.059,-0.001,0.001,9.8,0.801,0.096,0.078
42,42,ON,35,3542042,227,320,0.128,0.059,42.2,2.98,0.015,27343,0.398,0.461,35745,54219,16641,25579,28273,40680,43985,63938,70824,93139,162801,262276,0.004,0,0.233,0.291,0.04,-0.002,0.001,9.6,0.599,0.096,0.059
46,42,ON,35,3542046,87,134,0.231,0.098,40,4.42,0.041,22087,0.353,0.425,31471,49483,17036,25390,22558,45709,39123,61266,51954,96458,122963,134791,0,0,0.207,0.217,0.059,-0.001,0.001,7,1.208,0.344,0.119
48,42,ON,35,3542048,129,183,0.244,0.075,37.9,3.84,0.055,24115,0.36,0.501,34994,62621,19050,28723,30494,45108,43164,60280,59739,80049,145265,797988,0,0.008,0.186,0.267,0.055,-0.002,0.001,7.7,0.725,0.282,0.071
49,42,ON,35,3542049,304,431,0.256,0.053,38.3,2.75,0.051,22702,0.321,0.562,36145,50691,20807,28675,30777,43968,43509,66388,65326,89747,120774,212629,0.007,0,0.181,0.231,0.039,-0.001,0.001,7.8,0.65,0.27,0.063
51,42,ON,35,3542051,227,298,0.047,0.063,45.1,3.24,0.002,25029,0.347,0.536,34924,48831,18966,25517,31333,41939,43995,61390,60870,89609,125780,212105,0,0.004,0.154,0.23,0.043,-0.001,0.001,10.3,0.684,0.025,0.067
54,42,ON,35,3542054,281,338,0.249,0.059,40.5,3.07,0.05,21826,0.301,0.649,35515,51972,22827,31762,33376,48311,44653,65939,57598,83394,102762,207677,0,0,0.196,0.239,0.041,-0.002,0.001,9.4,0.564,0.124,0.055
58,42,ON,35,3542058,134,163,0.262,0.081,37.6,4.91,0.062,32729,0.346,0.497,45355,55906,22444,29923,37348,43622,55173,69568,88897,105138,151090,212664,0.007,0,0.209,0.201,0.062,-0.001,0.001,7.8,0.94,0.274,0.089
59,42,ON,35,3542059,1719,2090,0.256,0.021,37.1,1.18,0.066,27669,0.382,0.522,38964,50925,21113,27552,34516,44747,48782,63645,70320,89739,159203,188705,0.001,0.001,0.271,0.296,0.017,-0.002,0,8.8,0.169,0.171,0.016
62,42,ON,35,3542062,387,524,0.152,0.048,38,2.32,0.019,24345,0.348,0.543,32266,44388,17853,23717,27375,39559,42198,57546,57930,81000,102525,154380,0.008,0,0.158,0.311,0.035,-0.002,0.001,7.8,0.48,0.255,0.047
64,42,ON,35,3542064,40,54,0.29,0.161,34.9,8.91,0.058,15066,0.31,0.676,40722,49231,28122,25681,35879,43881,43188,65745,56326,92830,151843,129584,0,0,0.275,0.307,0.129,-0.002,0.002,8.6,1.493,0.191,0.143
1,43,ON,35,3543001,402,626,0.166,0.041,44.6,2.36,0.025,29502,0.369,0.511,42091,54486,21789,29522,35566,48591,51291,67794,70689,98268,156862,196502,0,0,0.179,0.205,0.031,-0.001,0.001,9.2,0.43,0.138,0.041
4,43,ON,35,3543004,408,632,0.237,0.041,40,2.44,0.049,26396,0.42,0.539,47517,55479,24681,28043,37323,47300,51077,73119,78033,98322,279193,208447,0,0,0.218,0.275,0.033,-0.002,0.001,8.2,0.395,0.236,0.038
6,43,ON,35,3543006,290,436,0.019,0.053,51.1,3.18,0,23441,0.293,0.596,41199,54673,26461,27949,40726,49123,49902,67534,67961,92462,117597,316425,0,0,0.159,0.205,0.041,-0.001,0.001,9.7,0.451,0.087,0.043
8,43,ON,35,3543008,240,362,0.297,0.06,30.6,3.44,0.063,21341,0.336,0.61,41770,47363,27689,20656,36484,41780,49030,63412,60382,89008,291230,151124,0.004,0,0.342,0.269,0.049,-0.001,0.001,7.9,0.66,0.247,0.063
11,43,ON,35,3543011,318,412,0.179,0.054,42.9,3.1,0.026,24340,0.3,0.608,40031,51648,25637,31160,36417,47075,49978,66686,62837,88521,127819,161804,0.003,0.003,0.142,0.189,0.042,0,0.001,9.7,0.532,0.089,0.051
12,43,ON,35,3543012,649,816,0.119,0.04,45.9,2.28,0.011,22352,0.329,0.63,41534,57972,24989,28861,36869,47680,47341,68800,64307,93501,165236,254377,0,0.003,0.213,0.24,0.03,-0.001,0.001,9.6,0.414,0.104,0.04
16,43,ON,35,3543016,893,1376,0.111,0.03,41.8,1.56,0.01,24942,0.364,0.541,36341,49140,19586,22873,32202,42927,44528,62929,62886,88682,141686,221001,0.004,0,0.211,0.253,0.023,0,0,9.5,0.307,0.092,0.03
21,43,ON,35,3543021,1005,1521,0.171,0.03,40.8,1.62,0.021,20241,0.288,0.653,36324,49841,24762,26232,34767,43796,45004,64901,58442,87236,117460,180349,0.018,0.008,0.19,0.305,0.023,-0.002,0,9.2,0.278,0.136,0.027
22,43,ON,35,3543022,132,212,0.141,0.067,43.9,3.72,0.021,26844,0.362,0.572,39819,55522,21991,29451,35015,44937,48836,63538,64843,87875,166691,255853,0,0,0.159,0.289,0.052,-0.003,0.001,9.1,0.642,0.149,0.062
24,43,ON,35,3543024,498,757,0.202,0.04,45.3,2.38,0.033,24309,0.311,0.58,42584,63592,27582,32806,39116,52283,51891,75648,70017,94119,154515,281984,0.004,0,0.253,0.236,0.03,-0.001,0,8.8,0.364,0.184,0.035
26,43,ON,35,3543026,184,287,0.292,0.068,35.5,3.46,0.061,22061,0.305,0.657,33702,49807,21514,25765,31286,44914,43575,63747,57007,90032,87795,245395,0,0.005,0.12,0.218,0.049,0,0.001,8,0.734,0.245,0.072
29,43,ON,35,3543029,356,522,0.122,0.047,44.8,2.32,0.013,25502,0.395,0.488,35128,52963,16914,26970,28999,46044,42416,63829,60655,89403,172895,203482,0.006,0.006,0.191,0.254,0.032,-0.001,0.001,9.2,0.455,0.135,0.045
31,43,ON,35,3543031,1047,1316,0.28,0.032,33.2,1.75,0.055,21440,0.303,0.64,37983,48282,24486,24341,34933,41329,45926,63599,62374,85257,126464,176611,0.002,0,0.277,0.388,0.026,-0.003,0,8.4,0.334,0.201,0.032
32,43,ON,35,3543032,300,494,0.224,0.053,37.8,2.5,0.035,22071,0.347,0.567,32832,48056,18757,24435,28221,42748,40828,62903,52999,90003,145699,174148,0.01,0,0.2,0.292,0.037,-0.001,0.001,8.4,0.547,0.204,0.054
34,43,ON,35,3543034,117,198,0.198,0.085,37.3,3.48,0.027,22519,0.345,0.526,26039,43629,13961,22412,24065,38049,36479,60939,45568,83800,82693,115167,0,0,0.256,0.335,0.058,-0.001,0.001,9.8,0.544,0.071,0.055
36,43,ON,35,3543036,191,326,0.128,0.067,41.2,3.02,0.011,26670,0.334,0.546,28875,45537,13934,22012,27163,40287,40603,65640,51792,84467,82086,143470,0,0.005,0.152,0.236,0.042,-0.001,0.001,9.6,0.578,0.081,0.057
41,43,ON,35,3543041,525,679,0.188,0.041,42.6,2.53,0.031,30060,0.342,0.475,45261,57207,25602,28497,41257,48249,55662,73537,78846,101392,168248,214521,0.002,0,0.143,0.3,0.034,-0.002,0.001,8.9,0.456,0.17,0.043
42,43,ON,35,3543042,4310,5062,0.214,0.014,40.1,0.87,0.042,27045,0.329,0.541,42457,53889,26037,28996,38835,46970,53082,67423,74913,90814,131067,237090,0.006,0.003,0.276,0.275,0.012,-0.002,0,8.9,0.141,0.169,0.014
46,43,ON,35,3543046,808,1231,0.21,0.029,38.8,1.57,0.04,26586,0.407,0.543,40066,52879,20380,26569,31283,43256,46966,62674,67468,93262,140360,210068,0,0.002,0.182,0.224,0.023,0,0,9,0.296,0.15,0.029
48,43,ON,35,3543048,319,492,0.19,0.054,40.3,2.33,0.025,22249,0.374,0.515,29053,47147,14295,23672,25817,41847,36545,62622,50050,84724,93455,201247,0.003,0.003,0.223,0.289,0.034,-0.001,0.001,8.6,0.49,0.188,0.049
49,43,ON,35,3543049,76,128,0.243,0.088,39.9,3.77,0.057,21196,0.355,0.529,27921,46957,14719,31211,27340,40918,35916,57286,50275,84157,102116,122295,0,0,0.276,0.32,0.063,-0.003,0.001,9.4,0.518,0.125,0.052
50,43,ON,35,3543050,88,149,0.321,0.091,32.5,3.87,0.078,27468,0.464,0.378,26260,47426,8692,14370,22096,39861,36160,59302,56126,88416,116829,309310,0,0,0.25,0.381,0.06,-0.002,0.001,8.1,0.851,0.219,0.087
51,43,ON,35,3543051,612,898,0.277,0.034,33.7,1.69,0.07,28166,0.403,0.472,34373,49565,16589,21705,28809,40539,44755,61275,61274,85188,131048,242371,0,0.003,0.222,0.357,0.026,-0.002,0.001,8.4,0.302,0.201,0.03
52,43,ON,35,3543052,1881,2403,0.243,0.022,37.4,1.16,0.05,25282,0.351,0.569,36525,54629,21482,25272,33478,43434,46764,64580,62676,90716,118235,282221,0.002,0.004,0.297,0.317,0.017,-0.002,0,8.9,0.184,0.162,0.018
56,43,ON,35,3543056,282,444,0.236,0.049,34.9,2.38,0.049,23708,0.35,0.526,31324,43674,17013,23756,28284,39917,40721,59029,56523,82347,95426,129813,0,0,0.181,0.352,0.038,-0.002,0.001,9.4,0.4,0.108,0.04
58,43,ON,35,3543058,73,118,0.204,0.111,41.2,4.93,0.029,19272,0.318,0.585,30969,49783,16919,26576,28284,42765,36191,60670,46121,88624,139459,172690,0,0,0.164,0.272,0.069,-0.002,0.002,8,0.762,0.256,0.075
61,43,ON,35,3543061,258,401,0.149,0.051,46.3,2.63,0.021,26850,0.403,0.496,36819,51638,16889,30657,29794,47112,43740,69246,63565,87995,165478,141114,0,0,0.163,0.271,0.036,-0.002,0.001,9,0.525,0.16,0.051
62,43,ON,35,3543062,119,204,0.126,0.081,46.5,3.73,0.012,22495,0.326,0.55,29919,52660,17249,31826,28115,46838,39743,66929,50712,83633,84222,249777,0,0,0.277,0.114,0.044,0,0.001,9.6,0.672,0.099,0.067
64,43,ON,35,3543064,219,373,0.377,0.054,25.7,2.72,0.115,22582,0.372,0.555,33843,44130,19558,19068,28706,34544,42140,56835,65021,84983,121491,176313,0,0,0.265,0.549,0.044,-0.005,0.001,7.4,0.451,0.295,0.044
68,43,ON,35,3543068,594,947,0.244,0.036,36.6,1.62,0.047,22772,0.35,0.541,29410,46826,15284,24794,26766,41576,38056,59782,52803,81502,97555,138959,0.017,0.005,0.231,0.371,0.025,-0.003,0.001,8.5,0.294,0.198,0.029
69,43,ON,35,3543069,9,31,-2.483,0.923,30,7.6,0.199,8794,0.354,0,6349,12827,2314,2888,4102,6088,11108,8717,11237,61518,11237,61518,0,0,0.667,0.587,0.11,0.04,0.013,11.7,2.103,-0.351,0.247
70,43,ON,35,3543070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,43,ON,35,3543071,362,621,0.189,0.044,37.3,1.93,0.03,24024,0.386,0.526,29956,46983,13843,23625,26448,40371,37867,56497,49778,77977,125952,203573,0.008,0.003,0.235,0.362,0.032,-0.002,0.001,8.8,0.371,0.168,0.037
72,43,ON,35,3543072,502,843,0.187,0.038,39.1,1.82,0.028,22019,0.344,0.562,31483,50006,17901,25790,30046,41416,39921,60411,54819,84817,99058,213515,0.028,0.014,0.211,0.249,0.027,-0.001,0.001,8.9,0.32,0.159,0.032
74,43,ON,35,3543074,1186,1435,0.188,0.028,40.7,1.55,0.031,25190,0.353,0.58,38672,52771,22364,27387,35686,45415,47554,65155,64048,91133,149667,217365,0.003,0.004,0.262,0.33,0.022,-0.002,0,8.9,0.234,0.16,0.023
76,43,ON,35,3543076,121,194,0.448,0.074,22.5,3.61,0.161,24006,0.363,0.549,31637,55068,18051,19275,30089,33034,42056,58374,54042,84350,103945,218369,0.008,0,0.273,0.445,0.062,-0.003,0.001,6.2,0.614,0.413,0.061
78,43,ON,35,3543078,82,142,0.409,0.098,27.3,4.08,0.11,24101,0.301,0.561,26670,41354,13678,20057,27377,39259,37779,52160,43086,71146,54438,110441,0.012,0,0.171,0.653,0.073,-0.008,0.002,7.4,0.779,0.304,0.078
79,43,ON,35,3543079,48,87,0.319,0.12,35.9,5.31,0.077,18571,0.333,0.458,29536,46300,17436,26414,24897,45057,36007,61007,56206,85446,121756,124126,0,0,0.25,0.064,0.067,0.002,0.002,8.9,0.928,0.164,0.092
2,44,ON,35,3544002,524,1024,0.334,0.034,30.9,1.56,0.087,24904,0.369,0.516,30168,45681,14901,20085,27530,37982,39805,57935,52521,85450,111654,196050,0,0,0.25,0.32,0.024,-0.002,0.001,8,0.307,0.242,0.03
18,44,ON,35,3544018,759,1386,0.28,0.027,32.8,1.46,0.072,25182,0.349,0.554,37275,47453,21676,24889,32607,40524,46858,59236,65393,83812,121056,183073,0,0,0.248,0.338,0.022,-0.002,0,7.9,0.273,0.252,0.027
27,44,ON,35,3544027,234,510,0.327,0.041,29.4,1.83,0.109,24912,0.436,0.413,28414,41291,11351,20920,23191,37922,36263,52627,58116,71148,126542,178904,0.004,0,0.261,0.311,0.031,-0.002,0.001,7.9,0.35,0.25,0.035
42,44,ON,35,3544042,865,1696,0.253,0.024,32.6,1.19,0.06,24966,0.4,0.482,33728,44997,16851,21534,28272,38313,41818,57225,62065,79509,146956,211077,0,0.001,0.217,0.367,0.019,-0.002,0,8.4,0.205,0.198,0.02
53,44,ON,35,3544053,349,678,0.145,0.041,42.1,2.13,0.018,27075,0.387,0.503,36049,52306,18660,24493,31374,42504,45735,66948,68087,93005,110425,278988,0,0,0.189,0.264,0.028,-0.002,0.001,9.9,0.356,0.061,0.035
65,44,ON,35,3544065,185,382,0.263,0.056,31.3,2.28,0.055,22604,0.381,0.41,25597,39236,12823,19483,21263,34210,35427,52150,50953,80143,88962,100144,0,0,0.297,0.394,0.039,-0.003,0.001,7.1,0.498,0.318,0.05
73,44,ON,35,3544073,16,29,0.273,0.198,31.1,7.6,0.066,12882,0.37,0.373,24582,38281,12006,21200,16196,38212,24888,43658,48990,79103,94382,93394,0,0,0.25,0.34,0.143,0,0.004,5.9,2.001,0.453,0.202
1,46,ON,35,3546001,32,55,0.229,0.136,28.6,6.21,0.051,28362,0.346,0.416,28747,37050,13013,20998,24574,29661,41375,48608,57389,64452,73155,116667,0,0,0.094,0.361,0.116,0,0.003,8.5,1.691,0.173,0.168
4,46,ON,35,3546004,33,52,0.207,0.132,37.1,6.71,0.047,18833,0.331,0.634,34328,43488,24496,29334,28486,42360,43329,58810,71846,75329,100252,85339,0,0,0.242,0.375,0.096,-0.005,0.002,6.4,1.634,0.399,0.159
6,46,ON,35,3546006,30,47,0.29,0.178,31.8,6.49,0.056,22622,0.367,0.353,22517,38777,12674,25321,19384,35429,35296,57276,42866,71248,63824,98002,0,0,0.1,0.456,0.112,-0.004,0.003,6.1,1.672,0.419,0.171
9,46,ON,35,3546009,31,60,-0.307,0.143,40.9,4.82,0.074,19591,0.328,0.453,21709,33198,9844,16543,19161,32008,29435,41902,40743,62443,46968,114718,0,0,0.226,0.138,0.104,0.006,0.003,12,0.92,-0.178,0.094
12,46,ON,35,3546012,34,59,0.316,0.176,29.7,5.77,0.054,11978,0.346,0.379,21116,41487,12380,19461,19866,36074,24358,50876,32650,66856,64800,245299,0,0,0.382,0.436,0.102,-0.004,0.003,8.4,1.288,0.192,0.132
14,46,ON,35,3546014,30,50,0.207,0.136,29.6,6.72,0.046,40193,0.478,0.282,28835,43898,6935,12668,20810,30488,47128,58545,68098,78935,86252,357783,0,0,0.333,0.531,0.101,-0.005,0.002,9.7,0.833,0.052,0.086
16,46,ON,35,3546016,263,425,0.169,0.052,40.8,2.44,0.025,24514,0.404,0.516,31852,47455,15563,25653,26353,40486,40077,66831,58349,82646,116080,146556,0.004,0.008,0.221,0.324,0.037,-0.002,0.001,9.5,0.384,0.104,0.038
21,46,ON,35,3546021,86,147,0.193,0.085,36.8,3.74,0.035,24257,0.41,0.446,27759,44230,13350,25303,25046,39278,37607,60133,54728,75626,98121,265738,0.012,0,0.244,0.508,0.055,-0.007,0.001,8,0.614,0.248,0.062
24,46,ON,35,3546024,323,519,0.358,0.048,28.8,2.14,0.097,24051,0.397,0.453,28338,44416,13735,17778,25292,35377,37786,59684,55913,84555,100177,212938,0,0.006,0.263,0.445,0.034,-0.004,0.001,8.1,0.37,0.228,0.037
1,47,ON,35,3547001,304,417,0.155,0.052,38.9,2.84,0.021,20950,0.319,0.632,38216,45813,25178,24841,34700,43267,46129,59053,62770,75341,122147,132617,0,0.003,0.204,0.19,0.04,0,0.001,9.2,0.516,0.127,0.05
2,47,ON,35,3547002,560,782,0.226,0.036,41.2,2.04,0.048,26848,0.356,0.547,39318,56330,22342,27656,36060,47678,49190,69014,69625,92750,144534,250527,0.007,0.002,0.248,0.296,0.027,-0.002,0,8.8,0.302,0.182,0.029
4,47,ON,35,3547004,58,77,0.069,0.136,47.1,8.09,0.003,20409,0.288,0.73,43554,51042,28679,28885,40066,43132,49088,69059,79409,84776,163056,184507,0,0.017,0.138,0.079,0.088,0,0.001,10.3,1.577,0.033,0.15
6,47,ON,35,3547006,116,196,0.004,0.079,44.7,3.18,0,21298,0.371,0.475,25367,44926,13745,27309,22951,37787,35044,54498,46322,80639,80483,121173,0,0,0.25,0.198,0.05,0,0.001,10.5,0.495,0.005,0.05
12,47,ON,35,3547012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,47,ON,35,3547016,56,108,-0.441,0.139,53.8,4.13,0.087,14087,0.345,0.358,19520,44007,10804,25832,17721,37988,24891,55319,34481,75305,70040,181522,0,0.018,0.143,0.224,0.074,0.003,0.002,13.3,0.791,-0.304,0.082
19,47,ON,35,3547019,68,130,0.429,0.115,32.3,3.24,0.099,13335,0.413,0.251,17704,41275,8255,23251,14779,35457,21590,51380,36623,77080,109221,126115,0,0.015,0.221,0.185,0.048,-0.001,0.002,7.9,0.65,0.268,0.068
22,47,ON,35,3547022,87,158,-0.008,0.084,38.2,2.87,0,16889,0.422,0.308,20812,37937,9724,21724,15725,33224,26613,48775,42009,64160,87111,157760,0,0,0.322,0.358,0.053,-0.003,0.002,10.8,0.469,-0.042,0.049
24,47,ON,35,3547024,70,116,0.321,0.098,39.2,3.56,0.086,16290,0.415,0.315,22379,46271,10267,28476,16519,42788,26557,60638,44892,82643,86924,121739,0,0,0.186,0.256,0.057,-0.002,0.002,8,0.703,0.266,0.072
26,47,ON,35,3547026,119,197,0.229,0.069,34.5,2.68,0.054,24135,0.518,0.374,26553,41555,6590,22383,19381,35769,30724,52660,48958,75736,186050,151526,0,0,0.269,0.203,0.043,0,0.001,10,0.394,0.05,0.041
28,47,ON,35,3547028,145,246,0.168,0.068,36.4,2.57,0.024,19943,0.411,0.38,24476,41280,11047,23227,19136,37168,30989,51846,43610,65435,106607,141396,0.021,0,0.228,0.246,0.044,0,0.001,9.4,0.49,0.109,0.05
31,47,ON,35,3547031,140,240,0.232,0.077,38.4,2.56,0.036,15726,0.382,0.354,21027,42910,10328,26970,18731,41815,26054,54144,38150,72713,85772,121736,0,0,0.186,0.292,0.043,-0.002,0.001,9,0.525,0.158,0.054
34,47,ON,35,3547034,87,147,0.241,0.087,35.3,3.68,0.051,26461,0.37,0.519,26875,42310,11495,22979,24039,41703,37955,56123,46016,73372,101952,124012,0.011,0,0.253,0.231,0.048,-0.003,0.001,8.8,0.65,0.163,0.065
37,47,ON,35,3547037,30,55,0.671,0.143,16.2,4.36,0.292,19336,0.481,0.29,18942,33211,4627,13121,15418,22504,23963,46065,40305,62652,141687,180506,0.033,0,0.367,0.598,0.093,-0.008,0.003,5.5,0.957,0.49,0.101
38,47,ON,35,3547038,59,94,-0.025,0.13,50.3,5.3,0,19361,0.306,0.549,27539,49721,15593,29574,26406,45305,34954,65114,42485,70354,115140,246684,0,0.017,0.203,0.135,0.077,0.001,0.002,11.2,0.951,-0.056,0.095
39,47,ON,35,3547039,211,342,0.18,0.064,40.9,2.64,0.022,21745,0.339,0.472,26520,45491,14721,27146,23300,40876,36466,61616,49257,80561,76475,120386,0.019,0,0.185,0.254,0.04,-0.001,0.001,9.6,0.513,0.09,0.051
42,47,ON,35,3547042,236,344,0.003,0.061,52.7,2.64,0,19770,0.335,0.518,28949,53301,16470,32417,25396,47595,36240,65502,50934,86656,108227,216089,0.008,0,0.178,0.201,0.038,-0.001,0.001,10.6,0.428,0.01,0.042
46,47,ON,35,3547046,148,213,0.225,0.069,38.3,3.55,0.048,24006,0.355,0.553,35042,50193,18886,27822,29726,43691,42892,57925,70731,92089,101246,193316,0,0.007,0.209,0.232,0.05,-0.001,0.001,9.4,0.755,0.117,0.074
